CoapplicantIncome,ApplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_ID,Education,Married,Gender,Dependents,Self_Employed,source,collected_at
0.0,2995,60.0,1.0,Urban,LP002337,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2600,160.0,1.0,Urban,LP002341,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
20000.0,1600,239.0,1.0,Urban,LP002342,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2773.0,1025,112.0,1.0,Rural,LP002345,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1417.0,3246,138.0,1.0,Semiurban,LP002347,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5829,138.0,1.0,Rural,LP002348,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2720,80.0,0.0,Urban,LP002357,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1719.0,1820,100.0,1.0,Urban,LP002361,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1667.0,7250,110.0,0.0,Urban,LP002362,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,14880,96.0,1.0,Semiurban,LP002364,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4300.0,2666,121.0,1.0,Rural,LP002366,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4606,81.0,1.0,Rural,LP002367,Not Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5935,133.0,1.0,Semiurban,LP002368,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
16.12000084,2920,87.0,1.0,Rural,LP002369,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2717,60.0,1.0,Urban,LP002370,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8624,150.0,1.0,Semiurban,LP002377,Graduate,No,Female,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6500,105.0,0.0,Rural,LP002379,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,12876,405.0,1.0,Semiurban,LP002386,Graduate,No,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
2340.0,2425,143.0,1.0,Semiurban,LP002387,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3750,100.0,1.0,Urban,LP002390,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10047,,1.0,Semiurban,LP002393,Graduate,,Female,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1851.0,1926,50.0,1.0,Semiurban,LP002398,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1125.0,2213,,1.0,Urban,LP002401,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10416,187.0,0.0,Urban,LP002403,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7142,138.0,1.0,Rural,LP002407,Not Graduate,Yes,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
5064.0,3660,187.0,1.0,Semiurban,LP002408,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1833.0,7901,180.0,1.0,Rural,LP002409,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1993.0,4707,148.0,1.0,Semiurban,LP002418,Not Graduate,No,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,37719,152.0,1.0,Semiurban,LP002422,Graduate,No,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
8333.0,7333,175.0,,Rural,LP002424,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1210.0,3466,130.0,1.0,Rural,LP002429,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4652,110.0,1.0,Rural,LP002434,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1376.0,3539,55.0,1.0,Rural,LP002435,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
1710.0,3340,150.0,0.0,Rural,LP002443,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1542.0,2769,190.0,,Semiurban,LP002444,Not Graduate,No,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1255.0,2309,125.0,0.0,Rural,LP002446,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1456.0,1958,60.0,,Urban,LP002447,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1733.0,3948,149.0,0.0,Rural,LP002448,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2466.0,2483,90.0,0.0,Rural,LP002449,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7085,84.0,1.0,Semiurban,LP002453,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3859,96.0,1.0,Semiurban,LP002455,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4301,118.0,1.0,Urban,LP002459,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2569.0,3708,173.0,1.0,Urban,LP002467,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4354,136.0,1.0,Rural,LP002472,Graduate,No,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8334,160.0,1.0,Semiurban,LP002473,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4083.0,2083,160.0,,Semiurban,LP002478,Graduate,Yes,,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7740,128.0,1.0,Urban,LP002484,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2188.0,3015,153.0,1.0,Rural,LP002487,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5191,132.0,1.0,Semiurban,LP002489,Not Graduate,No,Female,1,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4166,98.0,0.0,Semiurban,LP002493,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6000,140.0,1.0,Rural,LP002494,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1664.0,2947,70.0,0.0,Urban,LP002500,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,16692,110.0,1.0,Semiurban,LP002501,Graduate,Yes,,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2917.0,210,98.0,1.0,Semiurban,LP002502,Not Graduate,Yes,Female,2,,hf:LoanApprovalPrediction,2026-03-29_00-43
2451.0,4333,110.0,1.0,Urban,LP002505,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2079.0,3450,162.0,1.0,Semiurban,LP002515,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1500.0,2653,113.0,0.0,Rural,LP002517,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4691,100.0,1.0,Semiurban,LP002519,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2500,93.0,,Urban,LP002522,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
4648.0,5532,162.0,1.0,Rural,LP002524,Graduate,No,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1014.0,16525,150.0,1.0,Rural,LP002527,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1750.0,6700,230.0,1.0,Semiurban,LP002529,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1872.0,2873,132.0,0.0,Semiurban,LP002530,Graduate,Yes,,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2250.0,16667,86.0,1.0,Semiurban,LP002531,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1603.0,2947,,1.0,Urban,LP002533,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4350,154.0,1.0,Rural,LP002534,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3095,113.0,1.0,Rural,LP002536,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3150.0,2083,128.0,1.0,Semiurban,LP002537,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10833,234.0,1.0,Semiurban,LP002541,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8333,246.0,1.0,Semiurban,LP002543,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2436.0,1958,131.0,1.0,Rural,LP002544,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3547,80.0,0.0,Rural,LP002545,Graduate,No,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,18333,500.0,1.0,Urban,LP002547,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2083.0,4583,160.0,1.0,Semiurban,LP002555,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2435,75.0,1.0,Urban,LP002556,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2785.0,2699,96.0,,Semiurban,LP002560,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1131.0,5333,186.0,,Urban,LP002562,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3691,110.0,1.0,Rural,LP002571,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,17263,225.0,1.0,Semiurban,LP002582,Not Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2157.0,3597,119.0,0.0,Rural,LP002585,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
913.0,3326,105.0,1.0,Semiurban,LP002586,Graduate,Yes,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1700.0,2600,107.0,1.0,Rural,LP002587,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2857.0,4625,111.0,,Urban,LP002588,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2895,95.0,1.0,Semiurban,LP002600,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
4416.0,6283,209.0,0.0,Rural,LP002602,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3683.0,645,113.0,1.0,Rural,LP002603,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3159,100.0,1.0,Semiurban,LP002606,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5624.0,4865,208.0,1.0,Semiurban,LP002615,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5302.0,4050,138.0,,Rural,LP002618,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1483.0,3814,124.0,1.0,Semiurban,LP002619,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4416.0,3510,243.0,1.0,Rural,LP002622,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
6667.0,20833,480.0,,Urban,LP002624,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3583,96.0,1.0,Urban,LP002625,Graduate,No,,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3013.0,2479,188.0,1.0,Urban,LP002626,Graduate,Yes,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,13262,40.0,1.0,Urban,LP002634,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1287.0,3598,100.0,1.0,Rural,LP002637,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2004.0,6065,250.0,1.0,Semiurban,LP002640,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2035.0,3283,148.0,1.0,Urban,LP002643,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
6666.0,2130,70.0,1.0,Semiurban,LP002648,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3666.0,5815,311.0,1.0,Rural,LP002652,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3428.0,3466,150.0,1.0,Rural,LP002659,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1632.0,2031,113.0,1.0,Semiurban,LP002670,Graduate,Yes,Female,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1800.0,3074,123.0,0.0,Semiurban,LP002682,Not Graduate,Yes,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1915.0,4683,185.0,1.0,Semiurban,LP002683,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3400,95.0,1.0,Rural,LP002684,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1742.0,2192,45.0,1.0,Semiurban,LP002689,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2500,55.0,1.0,Semiurban,LP002690,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1424.0,5677,100.0,1.0,Rural,LP002692,Graduate,Yes,Male,3+,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
7166.0,7948,480.0,1.0,Rural,LP002693,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2087.0,4680,,1.0,Semiurban,LP002697,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,17500,400.0,1.0,Rural,LP002699,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3775,110.0,1.0,Semiurban,LP002705,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1430.0,5285,161.0,0.0,Semiurban,LP002706,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1302.0,2679,94.0,1.0,Semiurban,LP002714,Not Graduate,No,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6783,130.0,1.0,Semiurban,LP002716,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5500.0,1025,216.0,,Rural,LP002717,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4281,100.0,1.0,Urban,LP002720,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3588,110.0,0.0,Rural,LP002723,Graduate,No,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,11250,196.0,,Semiurban,LP002729,Graduate,No,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,18165,125.0,1.0,Urban,LP002731,Not Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2042.0,2550,126.0,1.0,Rural,LP002732,Not Graduate,No,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
3906.0,6133,324.0,1.0,Urban,LP002734,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3617,107.0,1.0,Semiurban,LP002738,Graduate,No,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
536.0,2917,66.0,1.0,Rural,LP002739,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6417,157.0,1.0,Rural,LP002740,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2845.0,4608,140.0,1.0,Semiurban,LP002741,Graduate,Yes,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2138,99.0,0.0,Semiurban,LP002743,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3652,95.0,1.0,Semiurban,LP002753,Graduate,No,Female,1,,hf:LoanApprovalPrediction,2026-03-29_00-43
2524.0,2239,128.0,1.0,Urban,LP002755,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
663.0,3017,102.0,,Semiurban,LP002757,Not Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1950.0,2768,155.0,1.0,Rural,LP002767,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3358,80.0,1.0,Semiurban,LP002768,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1783.0,2526,145.0,1.0,Rural,LP002772,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5000,103.0,0.0,Semiurban,LP002776,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2016.0,2785,110.0,1.0,Rural,LP002777,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6633,,0.0,Rural,LP002778,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2375.0,2492,,1.0,Rural,LP002784,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3250.0,3333,158.0,1.0,Urban,LP002785,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2333.0,2454,181.0,0.0,Urban,LP002788,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4266.0,3593,132.0,0.0,Rural,LP002789,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1032.0,5468,26.0,1.0,Semiurban,LP002792,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1625.0,2667,84.0,,Urban,LP002794,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10139,260.0,1.0,Semiurban,LP002795,Graduate,Yes,Male,3+,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2669.0,3887,162.0,1.0,Semiurban,LP002798,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2306.0,4180,182.0,1.0,Semiurban,LP002804,Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
242.0,3675,108.0,1.0,Semiurban,LP002807,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,19484,600.0,1.0,Semiurban,LP002813,Graduate,Yes,Female,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2054.0,5923,211.0,1.0,Rural,LP002820,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5800,132.0,1.0,Semiurban,LP002821,Not Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8799,258.0,0.0,Urban,LP002832,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4467,120.0,,Rural,LP002833,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3333,70.0,1.0,Urban,LP002836,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2500.0,3400,123.0,0.0,Rural,LP002837,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2378,9.0,1.0,Urban,LP002840,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2064.0,3166,104.0,0.0,Urban,LP002841,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1750.0,3417,186.0,1.0,Urban,LP002842,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1451.0,5116,165.0,0.0,Urban,LP002847,Graduate,Yes,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,16666,275.0,1.0,Urban,LP002855,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1625.0,6125,187.0,1.0,Semiurban,LP002862,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6406,150.0,1.0,Semiurban,LP002863,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
461.0,3159,108.0,1.0,Urban,LP002868,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2210.0,3087,136.0,0.0,Semiurban,LP002872,Graduate,Yes,,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2739.0,3229,110.0,1.0,Urban,LP002874,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2232.0,1782,107.0,1.0,Rural,LP002877,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2917.0,3182,161.0,1.0,Urban,LP002888,Graduate,No,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6540,205.0,1.0,Semiurban,LP002892,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
33837.0,1836,90.0,1.0,Urban,LP002893,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3166,36.0,1.0,Semiurban,LP002894,Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,1880,61.0,,Rural,LP002898,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1917.0,2787,146.0,0.0,Rural,LP002911,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3000.0,4283,172.0,1.0,Rural,LP002912,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1522.0,2297,104.0,1.0,Urban,LP002916,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2165,70.0,1.0,Semiurban,LP002917,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4750,94.0,1.0,Semiurban,LP002925,Graduate,No,,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2726,106.0,0.0,Semiurban,LP002926,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
3416.0,3000,56.0,1.0,Semiurban,LP002928,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6000,205.0,1.0,Semiurban,LP002931,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9357,292.0,1.0,Semiurban,LP002933,Graduate,No,,3+,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
3300.0,3859,142.0,1.0,Rural,LP002936,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,16120,260.0,1.0,Urban,LP002938,Graduate,Yes,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3833,110.0,1.0,Rural,LP002940,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1000.0,6383,187.0,1.0,Rural,LP002941,Not Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2987,88.0,0.0,Semiurban,LP002943,Graduate,No,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9963,180.0,1.0,Rural,LP002945,Graduate,Yes,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5780,192.0,1.0,Urban,LP002948,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
41667.0,416,350.0,,Urban,LP002949,Graduate,No,Female,3+,,hf:LoanApprovalPrediction,2026-03-29_00-43
2792.0,2894,155.0,1.0,Rural,LP002950,Not Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5703,128.0,1.0,Urban,LP002953,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4301.0,3676,172.0,1.0,Rural,LP002958,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,12000,496.0,1.0,Semiurban,LP002959,Graduate,Yes,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3800.0,2400,,1.0,Urban,LP002960,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2500.0,3400,173.0,1.0,Semiurban,LP002961,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1411.0,3987,157.0,1.0,Rural,LP002964,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1950.0,3232,108.0,1.0,Rural,LP002974,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2900,71.0,1.0,Rural,LP002978,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4106,40.0,1.0,Rural,LP002979,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
240.0,8072,253.0,1.0,Urban,LP002983,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7583,187.0,1.0,Urban,LP002984,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4583,133.0,0.0,Semiurban,LP002990,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
